지점ID,매점명,매점주소,전화번호
1900780,춘천한림대점,강원 춘천시 교동 156-3 1층,033-241-0215
1109170,광명중앙대병원점,경기도 광명시 일직동 501-4 광명역엠클러스터 B131,02-6676-4700
1900731,광주계림스테이션점,광주광역시 동구 무등로 405 (계림동) 1층,062-417-7979
1900744,아산탕정신도시점,충청남도 아산시 탕정면 매곡한들10길 6 1층 투썸플레이스,041-424-3031
1900793,부산주례역점,부산 사상구 가야대로 300-0(주례동),051-316-2030
1142860,대전가수원대로DT점,대전 서구 가수원동 186-4,042-545-3600
1900736,별내청학점,"경기도 남양주시 별내면 청학로54번길 81 (좋은집) 1층,2층",031-841-0841
1900766,부여궁남점,충청남도 부여군 부여읍 사비로 2 (동남리) 투썸플레이스,041-832-5635
1109576,통영루지점,경상남도 통영시 도남동 490-7번지,055-646-8889
1900742,양주옥정점,경기도 양주시 회천남로 88 엠타워 2층,031-866-1922
1900775,충남내포청사점,"충청남도 예산군 삽교읍 청사로 190 (목리,내포에드가오피스텔2차) 1층",041-337-5207
1900601,계룡DT점,충남 계룡시 엄사면 엄사리 25-1,042-840-7911
1900725,부산화명코오롱점,"부산광역시 북구 금곡대로285번길 22 (화명동, 월드타워) 103호",051-361-1918
1900680,제주남원농협하나로마트점,제주특별자치도 서귀포시 남원읍 남조로 52 (남원농협하나로마트) 1층,064-764-1492
1900105,부산금정산성점,부산광역시 금정구 산성로 450 (금성동),051-518-0220
1900679,은평이마트점,서울특별시 은평구 은평로 114 (응암동) 1층,02-353-8585
1900673,안산중앙로데오점,경기도 안산시 단원구 고잔1길 40 동원빌딩 2층,031-405-1919
1900642,의왕포일점,경기 의왕시 포일동 661-2,070-4161-2830
1900702,장충점,서울 중구 장충단로 187 1층,02-2265-6111
1900609,안양비산늘사랑점,경기도 안양시 동안구 경수대로898번길 14 (비산동) 상가동,031-476-0692
1900629,영등포역점,"서울특별시 영등포구 경인로 847 (영등포동3가) 1, 2층",02-2135-6144
1900635,무안남악세영리첼점,전라남도 무안군 삼향읍 남악5로 46 1층,061-282-3821
1900459,청주모충로점,충북 청주시 흥덕구 모충동 493~750 520-13,043-262-5959
1900390,화성북양DT점,경기도 화성시 남양읍 화성로 1500,031-366-7755
1900636,강남역더에셋점,"서울특별시 서초구 서초대로74길 14 (서초동, TheAsset) 1층",02-598-2388
1900640,한강미사IS비즈타워점,"경기도 하남시 미사대로 510 (덕풍동, 한강미사아이에스비즈) 140~142호",031-792-6801
1900540,인천부개점,인천광역시 부평구 부흥로 412 (부개동) 1층,032-505-0222
1900526,광명밤일점,경기도 광명시 하안동 883-11,070-4177-4459
1900536,화성남양점,경기 화성시 남양읍 역골로 29-24,031-355-2733
1900287,인천검단금호점,"인천 서구 원당동 434-12 금호헤리티지 101,102,201,202호",032-566-4470
1900539,영등포신길점,서울 영등포구 신길동 4902-7,02-2135-6016
1900552,부산초읍대공원점,부산광역시 부산진구 새싹로 285-1 (초읍동) 오성빌딩 1층,051-714-7439
1900598,대전둔산대로점,대전 서구 대덕대로 243 1층 투썸플레이스,042-477-2005
1900587,세종시청점,"세종특별자치시 한누리대로 2150 (보람동, 스마트허브Ⅰ) 스마트허브1 102호~104호",044-867-6333
1900504,판교알파돔점,경기도 성남시 분당구 분당내곡로 131 (백현동) 알파돔시티 1층,031-601-7575
1900595,송도캠퍼스타운점,"인천광역시 연수구 송도과학로27번길 55 (송도동, 롯데캐슬캠퍼스타운) 상가 B동 209, 210호",032-811-2822
1900584,울산신천점,울산광역시 북구 호계로 400-1 (신천동) 신천동 488번지,052-286-8808
1900242,전주중화산서원로점,전라북도 전주시 완산구 서원로 339 (중화산동1가) 1층,063-901-6700
1109626,양주고덕로점,경기도 양주시 고읍동 371,031-844-0700
1142829,분당궁내DT점,"경기도 성남시 분당구 대왕판교로 310 (궁내동) 1,2,3층",031-8023-9055
1900276,부산명지대방점,"부산광역시 강서구 명지국제2로28번길 34 (명지동, 에코팰리스) 204호 외",051-202-2784
1900286,인천석남역점,"인천광역시 서구 길주로 101-1 (석남동, 대진빌딩) 1층",032-710-7976
1900521,문경온천지구점,경상북도 문경시 문경읍 온천5길 2-1 1층,054-571-5780
1900528,보령중앙점,충남 보령시 보령북로 95(대천동),041-932-1717
1900553,청주메가폴리스점,"충청북도 청주시 흥덕구 풍산로 15 (가경동, 대우메가폴리스) 120호~122호 투썸플레이스",043-238-8900
1900235,세종범지기마을점,"세종특별자치시 보듬3로 92 (아름동, 해피라움2) 119호, 212호",044-864-6784
1900433,구미역점,경상북도 구미시 구미중앙로11길 6 (원평동) 1층,054-455-1001
1900469,마산역점,경상남도 창원시 마산회원구 마산역광장로 28 (석전동) 1층,010-3390-1808
1900533,파주운정점,"경기도 파주시 미래로 375 (동패동,삼성메디컬 프라자) 1층",031-943-2388
1900395,광명철산점,경기 광명시 철산로30번길 14,02-2616-1928
1900453,신내점,서울특별시 중랑구 용마산로 637 (신내동) 1~2층,02-2088-0858
1900474,강서등촌한빛점,"서울특별시 강서구 공항대로45길 33 (등촌동, 한빛어반뉴스토리) 101호",02-2088-8781
1900523,용인마북점,경기도 용인시 기흥구 용구대로 2384 (마북동) 1층,031-286-4465
1142850,순천용당DT점,전라남도 순천시 강변로 963  (석현동),061-817-2004
1900475,강화화도점,인천광역시 강화군 화도면 해안남로 1812-3,032-937-2395
1900143,담양백동사거리점,전남 담양군 담양읍 백동리 680-8,061-381-9633
1900493,영월중앙로점,강원도 영월군 영월읍 중앙로 32-1 1층,033-374-8303
1900473,서산호수공원점,충청남도 서산시 호수공원4로 27 (예천동),041-662-0537
1900505,서종리버사이드점,경기도 양평군 서종면 북한강로 983 (문호리) 1층,031-772-1104
1900468,춘천거두점,강원도 춘천시 동내면 춘천순환로 131 (거두리) 1층,033-261-8585
1900430,김포마산점,경기 김포시 마산동 649-5,031-8049-7422
1900247,대전도안바로세움점,대전 유성구 봉명동 1017-2,010-7426-6159
1900491,원주단구롯데시네마점,"강원도 원주시 서원대로 402 (단구동, 대신프라자) 101~103호",033-765-2233
1900443,마포대로점,서울특별시 마포구 마포대로 67 (도화동) 로이넷호텔 1층,02-2039-8166
1900449,옥수리버젠점,"서울특별시 성동구 매봉길 17-0  (옥수동, 래미안 옥수 리버젠)",070-8691-2900
1900162,휘경점,서울특별시 동대문구 망우로 86 (휘경동) 1~2층,02-2039-6288
1900455,제주엠제이벤처오름점,제주 제주시 첨단로 199,064-759-7400
1900099,익산유천생태습지공원점,전북 익산시 동산동 88-12,063-855-1144
1109481,부산기장죽성점,부산광역시 기장군 기장읍 월전해안길 31 (죽성리) 1층,051-722-6070
1109615,북한산우이역점,서울특별시 강북구 삼양로 685,02-993-9173
1900415,대전대서문점,대전광역시 동구 대학로50번길 25 (용운동) 1층,042-283-5633
1900397,구미옥계점,경북 구미시 산호대로29길 20-12,054-475-0860
1900416,신내SKV1센터점,서울특별시 중랑구 신내역로 111 (신내동) 신내skv1 센터 1층 121호,02-6252-5321
1900399,서일대점,서울 중랑구 용마산로 384,02-2208-1030
1900363,부천중동위브점,경기 부천시 원미구 신흥로 178 더스테이트몰상가,032-620-5812
1900370,군산지곡호수공원점,전북 군산시 나운동 174-4번지외 2필지,063-463-8700
1900417,고양삼송미디어시티점,경기도 고양시 덕양구 동송로 30 (동산동),02-2039-9122
1900267,경희대국제캠퍼스점,"경기도 용인시 기흥구 덕영대로 1732 (서천동, 경희대학교국제캠퍼스) 우정원 1층",031-203-2316
1900353,도봉산입구점,서울특별시 도봉구 도봉산4가길 13-11 (도봉동) 1층,02-3492-7778
1109110,용인처인구청점,경기도 용인시 처인구 금령로 64 (김량장동) 1층,031-334-0770
1900087,전주반월DT점,전북 전주시 덕진구 반월동 224-2번지,063-212-6600
1900408,대전원신흥점,대전광역시 유성구 원신흥남로12번길 38-13 (원신흥동) 1층 투썸플레이스,042-825-5778
1900409,대전목원대점,"대전광역시 유성구 도안북로 85-31 (용계동,스타타워) 1층",042-826-1607
1900342,송파잠실H타워점,"서울특별시 송파구 백제고분로 128 (잠실동, H타워) 1,2층",02-417-4360
1900351,서판교점,경기 성남시 분당구 판교동 612-2 1층,031-705-0778
1900372,별내용암천점,경기도 남양주시 두물로39번길 27,031-571-1222
1900347,제주오라우정점,제주특별자치도 제주시 아연로 131-3 (오라이동) 2층,064-747-3637
1900360,대구반월당점,대구 중구 달구벌대로 2068 (남산동),053-253-3356
1142807,양평양수점,경기 양평군 양서면 용담리 533-6,031-775-0722
1900334,청계천광교점,"서울특별시 중구 남대문로 120 (남대문로1가, 대일빌딩)",02-2135-5622
1900074,진주세란병원점,경상남도 진주시 진주대로829번길 5-4 (주약동) 예동빌딩 1~2층,187-7-0112
1900340,광주두암타운점,광주 북구 두암동 985-3번지,062-266-3388
1900343,제일제당사옥점,"서울특별시 중구 동호로 330 (쌍림동, 씨제이제일제당센터) 1층 투썸플레이스",02-2039-2188
1900317,기흥AK몰점,"경기도 용인시 기흥구 기흥역로 63 (구갈동, 힐스테이트기흥) AK몰 1층",031-693-6087
1900296,제천고암케이원점,충북 제천시 신죽하로 83-22 케이원프라자,043-645-2222
1900303,경산대로점,경상북도 경산시 경산로 221 (옥산동) 투썸경산대로,053-792-9295
1109298,대구월배아이파크점,대구광역시 달서구 유천동 636,053-285-3424
1900300,서판교운중타운점,경기 성남시 분당구 운중동 35-12,031-8039-7970
1142845,목포석현점,전라남도 목포시 옥암로 190 (석현동) 190(석현동),061-801-7589
1900159,대전판암역점,대전 동구 판암동 865-2,042-273-0888
1900273,일산덕이점,경기 고양시 일산서구 덕이동 373-10,031-925-2334
1900201,삼척장호항점,강원 삼척시 장호항길 76 1층,033-575-5579
1900292,삼성바이오로직스점,"인천광역시 연수구 송도바이오대로 300 (송도동,삼성바이오로직스) 바이오플라자 3층 투썸플레이스",032-455-9994
1900321,부산명지강변점,부산광역시 강서구 명지새동네길2번길 56 (명지동) 1층,051-201-3565
1900188,경남의령행복로점,경상남도 의령군 의령읍 행복로 14 (한우빌딩) 1층,055-573-0307
1109682,인천논현점,"인천광역시 남동구 논고개로 71 (논현동,가산타워) 109호,110호,202호",032-710-3877
1900230,해운대아이파크점,"부산광역시 해운대구 마린시티2로 38 (우동, 해운대아이파크) 업무동 1층 101호",051-714-3603
1900191,아산터미널점,충남 아산시 번영로 212-0  (모종동),041-542-2002
1900245,수원태장사거리점,경기 수원시 영통구 망포동 383-12,031-548-1314
1900172,반포대로점,"서울특별시 서초구 반포대로 300 (잠원동, 덕성빌딩) 1층",02-2088-1240
1900199,울산선암호수공원점,울산 남구 선암호수길 86-1(선암동),052-258-2007
1900216,대구영남대점,경상북도 경산시 대학로 285 2층 (대동),053-812-6993
1900219,밀양점,경남 밀양시 남천강변로 41 (내일동),055-356-2223
1900233,은평한옥마을점,서울특별시 은평구 진관길 7 (진관동) 투썸은평한옥마을점,02-353-7893
1900272,청주신봉네거리점,충북 청주시 흥덕구 사운로 301,010-8025-1041
1900250,시흥능곡점,"경기도 시흥시 장현능곡로 188 (능곡동) 106,107,202호",031-313-2671
1900135,용인흥덕점,"경기도 용인시 기흥구 흥덕중앙로 55 (영덕동, 리써밋타워) 1,2층",031-548-2268
1900148,용인모현점,경기도 용인시 처인구 모현읍 오산로13번길 36-2 투썸플레이스,031-387-5104
1142891,신정네거리점,서울특별시 양천구 중앙로 261 (신정동) 1층,02-6952-9797
1900119,김해주촌선천지구점,경상남도 김해시 주촌면 선천남로 62 1층,055-902-7200
1900248,대구수성1가점,대구 수성구 수성로 299,053-768-7370
1900169,수지외식타운점,경기도 용인시 수지구 수지로 342번길 11,031-263-2300
1900221,부산시청점,"부산광역시 연제구 시청로 6 (연산동,부산더샵시티애비뉴) 투썸부산시청점",051-868-9071
1142821,대전중촌점,대전 중구 중촌동 300번지,042-252-9000
1900120,춘천석사후석로점,강원도 춘천시 후석로 12 (석사동) 1층,033-262-8808
1108538,청주방서메디컬타워점,충청북도 청주시 상당구 2순환로2031번길 6-20 (방서동) 107호~1105호,043-285-0928
1109471,성남신흥역점,"경기도 성남시 수정구 산성대로 269 (신흥동) 1,2층",031-8039-5610
1900139,수원정자점,경기도 수원시 장안구 이목로 24-3 (정자동) SKY PLAZA 1층 105호,031-269-2220
1142890,장유코아점,"경상남도 김해시 장유로 224 (부곡동, 뉴프라자) 1,2층",055-723-2223
1142897,안산그랑시티자이점,경기도 안산시 상록구 해양1로 199 (사동) 포트애배뉴 158호,031-365-5375
1900131,부산동의대점,"부산광역시 부산진구 엄광로 176 (가야동, 동의대학교) 행복기숙사 투썸플레이스",051-714-3772
1900115,대구죽전하늘채점,대구광역시 달서구 장기로 225 (장기동) 영빈타워 1층,053-567-3572
1900184,용산LS타워점,"서울특별시 용산구 한강대로30길 25 (한강로2가,아스테리움 용산) 지하 1층",02-749-3323
1142889,전주서곡점,전북 전주시 완산구 효자동3가 752-4번지,063-272-6269
1142893,마천사거리점,"서울특별시 송파구 거마로 61 (마천동, 강동중앙의원) 1층",02-402-4021
1142895,세종소담레전드타워점,"세종특별자치시 소담로 70 (소담동, 레전드타워) 레전드타워 101호~105호",044-865-1110
1900112,전주혁신호수공원점,전북 전주시 덕진구 중동로 104-12,063-214-5888
1900149,가재울엘가점,"서울 서대문구 모래내로 151, DMC엘가APT",02-303-0602
1900189,횡성점,강원도 횡성군 횡성읍 앞들서3로 5 (읍하리) 2층,033-344-5900
1109634,부천괴안점,경기도 부천시 경인로536번길 23 (괴안동) 104호~107호,032-345-6656
1142843,도산공원사거리점,"서울특별시 강남구 언주로 732 (논현동, 세종빌딩) 세종빌딩 1~2층",02-511-2388
1900092,광주진월점,광주광역시 남구 서문대로 725 (진월동),062-673-5775
1109294,광주계림그랜드센트럴점,광주광역시 동구 동계천로 26 (대인동) 1층,062-710-2282
1142835,인천간석사거리점,"인천광역시 남동구 호구포로 887 (간석동, 하나프라자) 1층",032-210-9300
1142826,의정부제일시장점,경기도 의정부시 태평로73번길 21 (의정부동) 2층,031-928-5089
1900086,서울숲역점,"서울특별시 성동구 왕십리로 58 (성수동1가, FORHU) 포휴 101호,201호",02-6956-9499
1142874,[휴점]의정부중앙로점,경기도 의정부시 행복로 5-1 (의정부동),031-843-7272
1142852,수원터미널점,경기도 수원시 권선구 덕영대로 1201번길 8,031-236-7007
1109300,경산월드컵대로점,경상북도 경산시 삼성현로 62 (옥산동) 1층,053-812-7502
1900095,강릉역점,강원 강릉시 교동 118 강릉역 맞이방,010-2420-1456
1142839,용인성복점,"경기도 용인시 수지구 성복1로 35 (성복동, 성복역롯데캐슬클라시엘) 1층",031-263-7456
1142875,세종대학교점,"서울특별시 광진구 능동로 209 (군자동,세종대학교) 대양AI센터 1층",02-2205-1238
1109204,경남남해문학관점,경상남도 남해군 남해읍 스포츠로 12-1 (남변리) 1층,055-862-2002
1109545,광명6동점,"경기도 광명시 광명로 817 (광명동,백석빌딩) 1층",02-2612-1007
1109618,대구법원점,"대구광역시 수성구 동대구로 376 (범어동, 범어숲 화성파크드림S) 101호,202호",053-759-5488
1142771,서린동청계광장점,서울특별시 종로구 청계천로 17 (서린동) 투썸플레이스,02-735-1927
1109648,동대구역사점,"대구광역시 동구 동대구로 550 (신암동,동대구역) 1층 신 맞이방",010-3011-0948
1142825,시흥시청점,경기도 시흥시 새재로 23-2 (장현동) 101호~104호,031-315-8811
1900071,대전태평점,"대전광역시 중구 태평로 38 (유천동) 지하1층,1층 투썸플레이스",070-8211-1631
1142767,수원곡반정점,경기 수원시 권선구 곡반정동 555,031-221-5505
1109370,여의도파크원점,서울특별시 영등포구 여의대로 108 (여의도동) 파크원타워 1층,02-2118-0113
1142769,강남삼성로점,"서울특별시 강남구 삼성로 519 (삼성동, 원혜빌딩) 519",02-568-8849
1109346,구미원평문화거리점,경상북도 구미시 문화로 49 (원평동) 1층,054-456-2322
1109550,마포망원점,"서울특별시 마포구 월드컵로 155 (망원동,가은빌딩) 1층",02-6956-1118
1109451,원주관설점,강원도 원주시 시청로 528 (관설동) 1층,033-765-1008
1900070,병점역점,경기도 화성시 떡전골로98,031-222-6954
1142810,경주용황스타타워점,경북 경주시 광중길 24,054-773-7387
1109644,제주연북로점,제주특별자치도 제주시 연북로 201 (오라이동) 1층,064-745-0866
1108802,전주에코호수DT점,전라북도 전주시 덕진구 과학로 147 (전미동1가) 투썸플레이스 전주에코호수DT점,063-276-8118
1109588,포천대진대점,경기도 포천시 호국로 호국로 1001 (선단동),031-541-7300
1109511,충남청양점,충청남도 청양군 청양읍 읍내리 329-22,041-942-7789
1109486,신촌연세로점,서울특별시 서대문구 연세로 28 (창천동) 28 1층~4층,02-6959-0262
1109512,여수한재사거리점,전라남도 여수시 좌수영로 25 (광무동) 1층,061-643-1162
1109492,선릉로점,"서울특별시 강남구 선릉로93길 54 (역삼동, 일환빌딩) 1~2층",02-6952-2688
1109552,삼성도심공항점,"서울특별시 강남구 테헤란로87길 35 (삼성동,금강타워3) 1F",02-6959-0949
1109544,양양점,강원도 양양군 양양읍 군청길 71 (남문리) 1층,033-672-7272
1109449,의정부고산점,경기도 의정부시 문충로 114,031-841-8896
1109606,광교역점,경기도 수원시 영통구 대학1로 47 (이의동) 투썸플레이스,031-212-2522
1109134,부산서대신점,부산광역시 서구 구덕로321번길 11 (서대신동2가) 1층,051-247-6903
1109392,충북증평점,충청북도 증평군 증평읍 초중리 43-2,043-838-0844
1109487,인천동암역점,인천광역시 부평구 열우물로 44 (십정동) 1층,032-425-2401
1109279,진영DT점,경상남도 김해시 진영읍 여래리 51,055-343-5010
1109562,[휴점]하남풍산점,경기도 하남시 덕풍동로 111-33 필지 (덕풍동),050-71334-9531
1109232,청주비하점,"충청북도 청주시 흥덕구 2순환로 1112 , 1층",043-237-8350
1109423,대림역점,"서울특별시 영등포구 도림로 135 (대림동,건설빌딩) 104호,105호, 204호,205호",02-6952-6977
1109233,청라시티타워점,인천광역시 서구 청라한내로72번길 23 (청라동) 청라쓰리엠파크 119호 206호,032-521-2002
1109362,송도커낼워크점,"인천광역시 연수구 아트센터대로 87 (송도동,커낼워크D4 WINTER) 401동 101호201호",032-858-2300
1109329,노원구청점,"서울특별시 노원구 노해로 449 (상계동,덕화빌딩) 1~2층",02-6959-1880
1109425,종암점,"서울특별시 성북구 종암로 103 (종암동) 1층,2층",02-2038-7699
1109299,구미봉곡점,경상북도 구미시 봉곡북로 69 (봉곡동) 1층,054-451-1113
1109331,창원대산점,경상남도 창원시 의창구 대산면 진산대로355번길 14-16 (제동리) 1층,055-253-2227
1109433,부산구서SK점,부산광역시 금정구 수림로72번길 104 (구서동) 1층~2층,05-1582-8882
1109440,왜관DT점,경상북도 칠곡군 왜관읍 관문로 173 (왜관리) 투썸플레이스 왜관DT점,054-971-5005
1109431,태백중앙로점,강원도 태백시 번영로 357 (황지동) 2층,033-552-8833
1109463,아리수경주호텔점,경북 경주시 영불로 207,070-4498-9871
1109404,화곡역점,"서울특별시 강서구 강서로 163 (화곡동) 1,2층",02-6925-7111
1109278,[휴점]경남합천점,경상남도 합천군 합천읍 충효로 13-1 (합천리) 1층,055-931-3600
1109184,서초센트럴아이파크점,서울특별시 서초구 서초동 1582-3,02-588-8584
1109452,대구수성알파시티점,대구광역시 수성구 알파시티2로 95 (노변동) 201호,053-792-6114
1109410,천안청수행정타운점,충청남도 천안시 동남구 청수13로 14 (청당동) 1층,041-522-1696
1109436,대전은행점,대전광역시 중구 대종로488번길 54 (은행동) 2층 투썸플레이스,042-221-2055
1109400,신대방삼거리점,서울특별시 동작구 국사봉1길 32,02-6959-8888
1109420,울산삼산중로점,울산광역시 남구 삼산중로 29 (달동) 1층,052-227-2339
1109308,일산마두점,"경기도 고양시 일산동구 중앙로 1181 (장항동,교보생명 일산사옥) 1층,2층",031-904-2388
1109442,제주고교점,"제주특별자치도 제주시 1100로 3213-12 (노형동) B 201,202,203호",064-744-6440
1109352,시화MTV점,"경기도 시흥시 시화벤처로 222 (정왕동,경남기전(주)) 1층",031-319-8259
1109145,부산하단레이어스호텔점,부산광역시 사하구 낙동남로 1395 (하단동) 1층,051-999-1740
1109136,충남대학교병원점,"대전광역시 중구 문화로 282 (대사동,충남대학교병원) 본관1층",042-280-8843
1109289,관양현대점,"경기도 안양시 동안구 관평로327번길 11 (관양동,현대상가) 1층",031-689-3923
1109311,성수낙낙점,서울특별시 성동구 아차산로17길 49 1층,02-6959-8800
1109408,경산사동점,"경상북도 경산시 백자로 55 (사동) 1,2층",053-814-4023
1109253,상암MBC점,"서울특별시 마포구 성암로 267 (상암동,(주)문화방송) 113호",02-302-2388
1109202,왜관매원리점,경상북도 칠곡군 왜관읍 봉계로 190 (매원리) 1층,054-972-2225
1109303,성남을지대점,경기도 성남시 수정구 산성대로 533 (양지동) 1층,031-731-8757
1109330,원흥역점,경기도 고양시 덕양구 권율대로 668 (원흥동) 티오피클래식오피스텔 1층,031-968-5472
1109372,동수원사거리점,"경기도 수원시 팔달구 중부대로 129 (지동,중부빌딩) 수원시 팔달구 중부대로129, 1층(지",031-242-3022
1109213,압구정역점,"서울특별시 강남구 압구정로 158 (신사동,진우빌딩) 1층",02-512-2388
1109190,목동하이페리온점,"서울특별시 양천구 오목로 300 (목동,현대하이페리온2) 1,2층",02-2652-2388
1108636,울산태화강역점,울산 남구 삼산동 1638-1,052-267-2321
1109309,명동L7점,서울특별시 중구 퇴계로 137 (충무로2가) L7호텔 1층,02-6310-1096
1109113,세종아름점,세종특별자치시 아름동 1167,044-862-5546
1109010,대구월배역포스코점,대구광역시 달서구 상원로 113 (상인동) 1~4층,053-633-3355
1109335,마산산호점,"경상남도 창원시 마산합포구 삼호로 53 (산호동,명성빌딩) 1층",055-245-4382
1109366,대구월촌역점,대구광역시 달서구 월배로 324 (송현동) 1층 투썸플레이스 대구월촌역점,053-652-4500
1109247,청주가경파크점,충청북도 청주시 흥덕구 서현로 90(가경동),043-238-8116
1109270,당진시청점,충청남도 당진시 남부로 260-24 (수청동) 1층,041-357-9400
1109054,위례역점,경기도 성남시 수정구 위례서일로 6 (창곡동) 1층,031-756-3737
1109227,올림픽평화의문점,"서울특별시 송파구 올림픽로 424 (방이동,올림픽공원) 평화의광장 B1",02-423-6787
1109302,충남대점,대전광역시 유성구 대학로 87 (궁동) 투썸플레이스,042-822-2238
1109139,동양미래대점,서울특별시 구로구 경인로47길 34-1 (고척동) 1층,02-2615-7557
1109162,용마산역점,서울특별시 중랑구 면목로 249 (면목동),02-491-0701
1109220,디지털미디어시티역점,"서울특별시 마포구 성암로 189 (상암동,중소기업 DMC 타워) 1층",02-304-2388
1109272,동백중앙점,"경기도 용인시 기흥구 동백5로 21-11 (중동,동백 훼미리프라자 1) 2층",031-285-8533
1109197,제주쇠소깍점,제주특별자치도 서귀포시 쇠소깍로 134 (하효동) 2층,064-732-0756
1109183,인천임학점,인천광역시 계양구 장제로 899-1 (임학동) 1층,032-555-1800
1109321,거제아주점,경상남도 거제시 아주1로2길 58 (아주동) 1층,055-682-2477
1109064,명동성당사거리점,서울특별시 중구 마른내로 6 (저동2가) 1층~3층,02-2272-9353
1109132,홍대예술의거리점,"서울특별시 마포구 와우산로21길 36-3 (서교동,태윤빌딩) 2~4층",02-2135-2577
1108901,포항초곡점,경상북도 포항시 북구 흥해읍 초곡리 1352,054-262-1502
1109165,아일랜드리솜점,"충청남도 태안군 안면읍 꽃지해안로 204 (중장리,리솜오션캐슬) 1층",041-671-7140
1109176,인천만수3지구점,"인천광역시 남동구 장승남로 44 (만수동,명진프라자) 2층",032-710-5533
1109140,제주애월하귀점,제주특별자치도 제주시 애월읍 일주서로 7209 (하귀1리) 1층,064-713-8985
1109267,제천강저점,충청북도 제천시 청풍호로10길 40 (강제동) 1층,043-651-1040
1109257,김해대로점,경상남도 김해시 김해대로 2447 (삼정동) 투썸플레이스 김해대로점,055-336-5565
1109091,서여의도점,"서울특별시 영등포구 국회대로70길 15-1 (여의도동,극동브이아이피빌딩) 1층",02-6949-1877
1109159,인천가정루원시티점,"인천광역시 서구 염곡로 468 (가정동,드림타워) 1층",032-561-9207
1108708,대구연경점,대구광역시 북구 연경동 954-3,053-981-1177
1109188,삼호가든사거리점,"서울특별시 서초구 서초중앙로 238 (반포동,삼호가든쇼핑센타) 가든리체프라자 2층 251호",02-6949-2388
1109158,상일동역점,"서울특별시 강동구 고덕로 390 (상일동,고덕아르테온아파트(상가1동)) 202호,203호",02-426-5107
1109185,가양역점,"서울특별시 강서구 양천로 504 (등촌동,명문빌딩) 1층",02-2668-7021
1108758,전주진북점,전라북도 전주시 덕진구 전주천동로 342 (진북동) 1층,063-253-3700
1109086,대구동성로스파크점,대구광역시 중구 동성로6길 61 (공평동) 1층,053-721-6477
1109216,영동군청점,"충청북도 영동군 영동읍 동정로 30 (동정리,골든렉시움오피스텔) 1층",043-745-0124
1109127,동해북삼점,"강원도 동해시 청운2길 42 (쇄운동,태화빌딩) 1층",033-522-5223
1109181,송파위례트랜짓몰점,"서울특별시 송파구 위례광장로 170 (장지동,힐스테이트송파위례) 1층",02-2043-2220
1109077,강변역점,서울특별시 광진구 구의강변로 53 (구의동) 옥산빌딩1층,02-454-2408
1109103,대구수목원점,"대구광역시 달서구 상화로 38 (대곡동) 2,3층",053-288-8119
1109061,인천산곡점,"인천광역시 부평구 원적로 392 (산곡동,백마타운) 1층",032-715-4467
1109126,야탑역점,"경기도 성남시 분당구 성남대로916번길 5 (야탑동,관보골든쇼핑스포츠빌딩)2층201호",031-706-8880
1109130,오이도씨하이호텔점,"경기도 시흥시 오이도로135번길 72 (정왕동,오이도서종호텔) 오이도씨하이호텔 2층",031-319-0048
1109053,소노벨천안점,"충청남도 천안시 동남구 성남면 종합휴양지로 200 (용원리,대명리조트) .",041-901-8165
1109208,청주분평대로점,충청북도 청주시 서원구 1순환로 1142 (분평동) 투썸플레이스,043-292-2830
1109209,청주공항로점,충청북도 청주시 청원구 공항로 237 (사천동) 투썸플레이스,043-218-8350
1108984,송파나루역점,"서울특별시 송파구 오금로 154 (송파동,한라빌딩) 1층",02-6925-2113
1108966,행신역점,경기도 고양시 덕양구 충장로 6 (행신동) 102호 201호 202호,031-972-7712
1109081,광흥창역점,"서울특별시 마포구 독막로 145 (창전동,서강쌍용예가) 1F(105-106호),2F(20",02-6954-2677
1109080,을지로입구역점,"서울특별시 중구 남대문로 92 (을지로2가,한국전력공사) 1층",02-6954-0788
1109087,암사역점,"서울특별시 강동구 올림픽로 778 (암사동) 1,2층",02-6954-2477
1108687,북대구IC주유소DT점,대구광역시 북구 동북로 113 (산격동) 1층,053-383-1222
1109111,남양주장현점,경기도 남양주시 진접읍 금강로1573번길 6 (장현리) 1층,031-528-4200
1108804,울산성남점,울산광역시 중구 만남의거리 15,052-211-3900
1109030,수원나혜석거리점,"경기도 수원시 팔달구 인계로166번길 48-15 (인계동,영성빌딩) 1F 투썸플레이스 수원나혜석거리점",031-239-0059
1109049,문정KD70점,"서울특별시 송파구 정의로8길 4 (문정동,KDG70) 1층",02-6412-5008
1109063,천안불당점,충청남도 천안시 서북구 불당4로 111 (불당동) 1층,041-558-5378
1109068,서초역점,"서울특별시 서초구 서초대로 254 (서초동,오퓨런스) 102",02-6250-3010
1108949,광교상현역점,경기도 용인시 수지구 광교중앙로 310 (상현동) 1층,031-215-8613
1109115,고양삼송신원점,경기도 고양시 덕양구 권율대로 896-7 (신원동) 1층,02-381-5595
1109044,강남역삼로점,서울특별시 강남구 역삼로 118 (역삼동) 1층,02-564-0038
1109122,광주태전점,"경기도 광주시 태전중앙로 20 (태전동,스카이가든) 지하1층",031-766-2322
1109095,양평오빈점,경기도 양평군 양평읍 경강로 1663 (오빈리) 2~3층,031-772-7202
1109018,분당효자촌점,"경기도 성남시 분당구 돌마로 482 (서현동,주영빌딩) 1F",031-778-7288
