매장명,주소,전화번호
대전신탄진점,"대전광역시 대덕구 대덕대로 1555, 상가동 121호(석봉동 , 금강엑슬루타워)",042-932-1000
대전중리점,"대전 대덕구 한밭대로 1159 (중리동), 1층",042-636-3737
신탄진동일스위트점,대전 대덕구 신탄진동로23번길 86 (신탄진동),042-721-0317
조치원역점,"세종특별자치시 조치원읍 조치원로 6-1 , 1층",044-864-1998
조치원침산점,"세종특별자치시 조치원읍 행복길 25 , 1층",044-865-0103
세종고운남측점,"세종특별자치시 고운서길 7 (고운동, 골드프라자)",044-862-6510
세종고운행정복지센터점,"세종특별자치시 마음로 272-4 (고운동, 고운메디프라자)",044-866-2764
세종시립도서관점,"세종특별자치시 세종로 1219 (고운동, 세종중앙타워)",070-5222-5526
세종나성BRT점,"세종특별자치시 한누리대로 265 (나성동, 명동프라자)",070-4032-7545
세종어반아트리움점,"세종특별자치시 나성로 96 (나성동, 더센트럴)",044-862-0420
세종첫마을점,"세종특별자치시 한누리대로 193 (나성동, 참미르빌딩), 119호",070-8287-2496
세종한솔초교점,"세종특별자치시 누리로 27 (한솔동, 첫마을6단지)",044-417-6375
세종어진점,"세종특별자치시 절재로 194 (어진동, 중앙타운)",044-868-2456
세종시청점,"세종특별자치시 남세종로 458 (보람동, 아리랑빌딩)",044-417-1558
세종반곡점,세종특별자치시 한누리대로 1834 (반곡동),044-468-8188
세종집현점,세종특별자치시 남세종로 73 (집현동),044-865-2888
세종금남용포점,세종특별자치시 금남면 용포로 82 (용포리),044-905-0092
세종봉안교차로점,세종특별자치시 장군면 장척로 577 (봉안리),044-414-9043
세종봉암점,세종특별자치시 연서면 당산로 345 (봉암리),044-272-1043
청주시청점,"충북 청주시 상당구 중앙로 80 (북문로3가, 청주행정타운코아루휴티스), 1층 107호",043-221-3350
오창호수공원점,"충북 청주시 청원구 오창읍 과학산업2로 363 (양청리, 신우에비뉴엘빌딩)",070-4009-5577
청주내수점,충북 청주시 청원구 내수읍 청암로 57 (마산리),043-214-1212
롯데마트서청주점,"충북 청주시 흥덕구 2순환로 1004 (비하동, 롯데아울렛 청주점)",043-233-1962
방서호반써밋점,충북 청주시 상당구 동남로16번길 7 (방서동),043-293-3001
분평농협사거리점,"충청북도 청주시 서원구 청남로 2014, 1층 104호(분평동 , 호인빌딩)",043-288-2821
서원대점,"충청북도 청주시 서원구 서원남로 60 , 1층 (모충동)",043-294-9290
서청주파크자이점,충북 청주시 흥덕구 청향로5번길 36 (비하동),043-232-1859
오송바이오폴리스2단지점,충북 청주시 흥덕구 오송읍 오송생명11로 121 (정중리),043-715-2132
오송생명과학단지점,"충북 청주시 흥덕구 오송읍 오송생명3로 31 (연제리, 두산위브센티움)",070-5222-9311
오송서한이다음점,"충북 청주시 흥덕구 오송읍 오송생명14로 217 (봉산리, 오송역 서한이다음 노블리스)",043-715-2325
오송역그랜드센텀점,충북 청주시 흥덕구 오송읍 오송생명14로 283 (봉산리),043-236-2220
오송역대광로제비앙점,충청북도 청주시 흥덕구 오송읍 오송생명8로 175,043-234-1005
오송역파라곤2차점,"충북 청주시 흥덕구 오송읍 오송생명7로 105 (봉산리, 오송역파라곤센트럴시티2차)",043-235-4498
오창센트럴허브점,충북 청주시 청원구 오창읍 중심상업로 48 (양청리),043-715-5949
오창읍행정복지센터점,충북 청주시 청원구 오창읍 두릉유리로 1133-1 (장대리),043-715-9181
용암중흥마을점,"충청북도 청주시 상당구 용암북로138번길 35, 1층(용암동)",043-298-3001
청대사거리점,"충청북도 청주시 청원구 상당로 263, 1층(우암동)",043-221-3279
청주T1타워점,충북 청주시 흥덕구 봉명로 31 (복대동),043-273-0913
청주가경아이파크점,"충청북도 청주시 흥덕구 서현로 60 , (가경동)",043-236-2070
청주가경점,"충청북도 청주시 흥덕구 가경로 9-8 , 1층 (가경동)",043-237-1919
청주가로수마을점,"충청북도 청주시 흥덕구 서현북로 60 , 1층 (가경동)",043-232-8856
청주가마교차로점,충북 청주시 서원구 남이면 청남로 1825 (가마리),043-715-2234
청주강서점,"충청북도 청주시 흥덕구 강서로 110, 1층(강서동)",043-234-6333
청주개신점,"충청북도 청주시 서원구 경신로 31-1 , 1층 (개신동)",043-238-3808
청주공단오거리점,"충청북도 청주시 흥덕구 사직대로 8, 1층(복대동)",043-260-1962
청주교육지원청점,"충청북도 청주시 서원구 산남로24번길 11, 1층(산남동)",043-283-1003
청주금천점,"충청북도 청주시 상당구 중고개로 334 , 102호 (금천동 , 의화빌딩)",043-288-1540
청주내덕점,"충청북도 청주시 청원구 향군로 124, 1층(내덕동)",043-223-0205
청주동남2지구점,"충청북도 청주시 상당구 월운로 116, 씨동 101호(용암동 , 동남힐데스하임)",043-297-7244
청주동남운동점,충북 청주시 상당구 월평로 278 (방서동),043-287-7778
청주동남지구점,"충청북도 청주시 상당구 중고개로 137, 1층",043-295-9974
청주모충점,"충북 청주시 서원구 무심서로 401 (모충동), 1층 106호",043-263-0908
청주방서점,"충북 청주시 상당구 단재로 316 (방서동, 청주센트럴자이)",043-296-8070
청주방통대점,"충청북도 청주시 서원구 모충로 28 , (개신동, 조은미소치과)",043-264-0811
청주복대사거리점,"충북 청주시 흥덕구 복대로 179 (복대동, 메디포스빌딩)",043-233-3624
청주봉명두진하트리움점,충북 청주시 흥덕구 덕암로30번길 24 (봉명동),070-5213-7717
청주봉명점,"충청북도 청주시 흥덕구 백봉로 222, 1층 일부호(봉명동)",043-262 0527
청주봉정사거리점,충북 청주시 흥덕구 직지대로 570 (봉명동),043-266-1003
청주분평점,"충청북도 청주시 서원구 1순환로1107번길 21 , 1층 (분평동 , 조은주차빌딩)",043-286-6789
청주비하효성점,"충북 청주시 흥덕구 2순환로1050번길 8-2 (비하동, 청주공인중개사)",043-239-7770
청주사대부고점,"충북 청주시 흥덕구 장구봉로 57-1 (가경동, 김충환가정의학과)",043-231-0005
청주사창시장점,충북 청주시 서원구 창신로 47 (사창동),043-265-7577
청주산남점,"충청북도 청주시 서원구 산남로 56 , 1층 (산남동 , 에버프라자)",043-288-4422
청주서문점,"충북 청주시 상당구 상당로81번길 70 (서문동, 충북약국)",043-715-3338
청주석곡사거리점,충북 청주시 흥덕구 서부로 1093 (강서동),043-715-2933
청주성안길점,"충청북도 청주시 상당구 성안로 21 , 1층(북문로2가)",043-221-0905
청주성화점,"충청북도 청주시 서원구 신화로32번길 2, 1층(성화동)",043-232-1015
청주수곡점,"충청북도 청주시 서원구 구룡산로 254, 1층 102호(수곡동 , 세원청실아파트상가1)",043-288-8222
청주여고점,"충청북도 청주시 청원구 율봉로176번길 8-2, 1층(율량동)",043-217-2740
청주역점,충북 청주시 흥덕구 직지대로 6-1 (정봉동),043-231-8818
청주예술대점,"충청북도 청주시 청원구 안덕벌로102번길 2, 1층(내덕동)",043-213-4414
청주오송점,"충청북도 청주시 흥덕구 오송읍 오송생명5로 184-4 , 103 (오송생명타워)",043-233-9488
청주오창2산업단지점,"충청북도 청주시 청원구 오창읍 주성1길 15 , 104호",043-215-7070
청주오창중앙점,"충청북도 청주시 청원구 오창읍 오창중앙로 123-7, 102호",043-211-7979
청주옥산자이점,"충청북도 청주시 흥덕구 옥산면 오송가락로 1065 , 1층",043-263-5598
청주옥산점,충북 청주시 흥덕구 옥산면 청주역로 639 (오산리),043-262-1112
청주용담우미린점,충북 청주시 상당구 수영로 357 (용담동),043-715-9545
청주용아초교점,충북 청주시 상당구 중고개로142번길 32-30 (용암동),043-715-8213
청주용암2동점,충북 청주시 상당구 월평로 228 (용암동),043-287-8637
청주용암삼일점,"충북 청주시 상당구 무농정로 99 (용암동, 삼일무지개아파트)",043-297-4783
청주용암점,"충청북도 청주시 상당구 월평로184번길 150 , 1층 (용암동)",043-295-1237
청주용암주공점,"충북 청주시 상당구 중흥로 145 (용암동, 퓨전상가)",043-288-4783
청주용정한라비발디점,충북 청주시 상당구 용정로38번길 6 (용정동),043-288-0501
청주운천진양점,충북 청주시 흥덕구 사운로 248 (운천동),043-267-7771
청주원평주공점,충북 청주시 서원구 원마루로 2 (분평동),043-292-0706
청주율량사천점,"충청북도 청주시 청원구 율봉로 97 , (율량동, 베리돈타워)",043-212-1357
청주율량점,"충청북도 청주시 청원구 주성로279번길 27 , 1층 105호 (주성동)",043-214-7005
청주율량중앙점,"충청북도 청주시 청원구 율량로 199, 1층 (율량동)",043-212-4550
청주일신여고점,충북 청주시 상당구 영운로 140 (석교동),043-223-4883
청주지웰시티점,"충청북도 청주시 흥덕구 대농로 39 , A동 106호 (복대동)",043-237-0625
청주지웰에스테이트점,"충북 청주시 흥덕구 진재로 131 (복대동, 지웰에스테이트)",043-715-9616
청주창신초점,"충청북도 청주시 서원구 창직로 29, 102호(사창동)",043-260-1519
청주터미널사거리점,충북 청주시 흥덕구 풍산로 25 (가경동),043-234-8789
청주테크노폴리스점,"충청북도 청주시 흥덕구 송화로 156 , 101호 (송절동)",043-278-1919
청주테크노폴리스지웰푸르지오점,"충북 청주시 흥덕구 송화로 229 (문암동, 청주테크노폴리스 지웰푸르지오)",043-715-2990
청주풍광초점,충북 청주시 흥덕구 가경로 167 (가경동),043-234-0943
청주하복대점,"충청북도 청주시 흥덕구 진재로 44, 1층(복대동)",043-235-2666
청주하이닉스점,충북 청주시 흥덕구 엘지로 23 (외북동),043-715-9656
청주하트리움시티파크점,"충북 청주시 흥덕구 대신로73번길 50 (복대동, 청주 하트리움시티파크)",043-715-6508
청주한국병원점,충북 청주시 상당구 단재로 110-9 (영운동),043-715-3434
청주효촌사거리점,충북 청주시 상당구 남일면 단재로 492 (효촌리),043-715-9007
충북대점,"충청북도 청주시 서원구 1순환로672번길 6 , 1층 (사창동)",043-265-1760
충북대정문점,충북 청주시 흥덕구 내수동로 46 (복대동),070-7576-3312
충북대캠퍼스점,"충북 청주시 서원구 충대로 1 (개신동, 충북대학교)",043-249-1744
충북오창점,"충청북도 청주시 청원구 오창읍 중심상업1로 20 , 124호 (엘케이트리플타워2)",043-215-0402
한화포레나청주매봉점,"충북 청주시 서원구 매봉로 131 (모충동, 한화포레나 청주매봉)",043-900-5221
서충주삼일파라뷰점,충북 충주시 주덕읍 화개2길 3 (화곡리),043-724-0783
서충주신도시점,"충청북도 충주시 중앙탑면 원앙9길 15 , A-2동 1층",043-852-0204
서충주푸르지오더퍼스트점,충북 충주시 주덕읍 화개3길 40 (화곡리),043-724-2798
엄정면행정복지센터점,충북 충주시 엄정면 내창로 186 (용산리),043-845-8425
충주건국대병원점,충북 충주시 국원대로 78 (교현동),043-845-0943
충주건국대점,충북 충주시 충열5길 24 (단월동),043-845-1110
충주교통대점,"충청북도 충주시 대소원면 대학로 24-1, 1층",043-855-4978
충주모닝마트호암점,"충북 충주시 호암대로 123 (호암동, 호암마트)",043-851-9001
충주모아미래도점,"충북 충주시 삼원로 28 (봉방동, 충주 주상복합 모아미래도)",043-724-0918
충주성서점,"충청북도 충주시 예성로 161, 1층(성서동)",043-847-7111
충주연수로점,충북 충주시 예성로 392 (연수동),043-845-5554
충주연수점,"충청북도 충주시 갱고개로 140 , 1층(연수동)",043-845-7293
충주연수중앙점,"충청북도 충주시 번영대로 103 , (연수동)",043-854-7177
충주용산점,"충청북도 충주시 형설로 90, 1층(용산동)",043-853-1008
충주용탄산단점,충북 충주시 충주산단1로 150 (용탄동),043-845-1231
충주첨단산업단지점,"충북 충주시 대소원면 첨단산업9로 13 (완오리), 1층",043-842-1002
충주첨단코아루점,"충북 충주시 대소원면 첨단산업4로 24 (본리, 충주코아루퍼스트아파트)",043-852-0943
충주터미널점,"충청북도 충주시 봉계1길 50 , 1층 (칠금동)",043-855-0943
충주호암신도시점,"충청북도 충주시 호암수청2로 21, 1층 (호암동)",043-856-0943
충주호암점,"충청북도 충주시 호암토성2로 3 , 1층 112호 (호암동)",043-847-2000
제천시보건소점,충북 제천시 의림대로29길 3 (청전동),043-644-1580
제천시청점,"충북 제천시 원뜰로 25 (천남동, 제천 신원아침도시 더퍼스트)",043-756-8434
장락씨케이마트점,"충북 제천시 청전대로 251 (장락동), 1층",043-648-4981
제천강제점,"충청북도 제천시 청풍호로 100, 1층(강제동)",043-642-2111
제천문화의거리점,"충청북도 제천시 의림대로14길 4, 125(중앙로1가)",043-651-1077
제천상업고교점,충북 제천시 의병대로 245 (신백동),043-756-7903
제천왕암코아루점,충북 제천시 소새로1길 15 (왕암동),043-643-1009
제천하소점,"충청북도 제천시 하소로 42, 1층 101호(하소동)",043-647-1747
충북세명대점,"충청북도 제천시 세명로 60 , (모산동)1층",043-652-2356
충북보은점,"충청북도 보은군 보은읍 보은로 101 , 1-2층",010-3121-2730
옥천역점,"충북 옥천군 옥천읍 중앙로 5 (금구리, 약국)",043-762-8889
옥천점,충청북도 옥천군 금장로 49-1,043-731-3357
충북영동점,"충청북도 영동군 영동읍 영산로 6, 1층(상가)",043-744-0121
증평군립도서관점,충북 증평군 증평읍 광장로 30 (송산리),043-760-7736
증평초중점,"충북 증평군 증평읍 초중로 60 (초중리), 1층 101호",043-836-0110
충북증평점,"충청북도 증평군 증평읍 중앙로 224, 1층",043-838-5475
진천옥동초점,"충청북도 진천군 덕산읍 연미로 76, 1층",043-533-6549
진천이월터미널점,"충북 진천군 이월면 진광로 792 (송림리, 세계로약국)",043-753-8087
진천터미널점,"충청북도 진천군 진천읍 중앙북로 18 , 103호",043-534-5565
충북광혜원점,충북 진천군 광혜원면 장기길 95-1 (광혜원리),043-533-0225
충북광혜원중점,충북 진천군 광혜원면 화랑5길 18 (광혜원리),043-535-1540
충북덕산점,충북 진천군 덕산읍 덕금로 799-1 (용몽리),043-535-0905
충북진천대교점,충북 진천군 진천읍 중앙북5길 3-6 (읍내리),043-753-7434
충북진천점,충청북도 진천군 진천읍 상산로 85,043-535-5551
충북괴산점,"충청북도 괴산군 괴산읍 읍내로 293, 1층",043-833-3111
금왕무극시장점,충북 음성군 금왕읍 무극로 311 (무극리),043-750-7656
음성대소점,충북 음성군 대소면 오태로 94-1 (오산리),043-877-8886
음성성본푸르지오점,충북 음성군 대소면 성본상가1길 65 (성본리),043-882-5825
충북금왕점,충청북도 음성군 금왕읍 무극로 250,043-877-9054
충북음성시장점,충북 음성군 음성읍 시장로 120-1 (읍내리),043-872-1555
충북음성점,충북 음성군 음성읍 수정로 55 (읍내리),043-873-1113
충북혁신도시점,"충청북도 음성군 맹동면 장성1길 16 , 1층",043-881-3233
충북단양점,"충북 단양군 단양읍 삼봉로 282-1 (도전리, 대동문구완구)",043-421-5677
포항시청점,"경상북도 포항시 남구 대이로 50 , (대잠동)1층",054-610-0166
포항두호점,"경상북도 포항시 북구 두호로 30, (두호동) 1층",054-254-8899
포항문덕점,"경상북도 포항시 남구 오천읍 남원로 83 , 2동 102호(1차 부영아파트)",054-291-0253
포항법원점,경북 포항시 북구 법원로 175 (양덕동),054-247-1117
포항세명기독병원점,"경북 포항시 남구 대해로114번길 38 (대도동, 세명기독병원웰빙센터)",054-727-4686
포항쌍용사거리점,"경상북도 포항시 북구 중흥로 131 , (죽도동)1층",054-283-2585
포항양덕점,"경상북도 포항시 북구 천마로90번길 3 , (양덕동)1층",054-252-6678
포항연일점,"경상북도 포항시 남구 연일읍 철강로25번길 47, 1층",054-615-6627
포항오천점,"경상북도 포항시 남구 오천읍 정몽주로 651 , (용덕리)1층",054-291-0251
포항오천힐스테이트점,경북 포항시 남구 오천읍 북원로9번길 28 (원리),054-291-7776
포항우현점,"경상북도 포항시 북구 우창로 4 , (우현동)1층",054-251-1233
포항유강점,"경상북도 포항시 남구 연일읍 유강길17번길 5 , (유강리)1층",054-278-7050
포항이동점,"경상북도 포항시 남구 포스코대로 141 , 1층 (이동)",054-284-8838
포항이인포레나점,경북 포항시 북구 흥해읍 이인로 100 (이인리),054-727-1521
포항중앙점,경상북도 포항시 북구 중앙상가2길 13-1,054-242-4125
포항지곡점,"경상북도 포항시 남구 지곡로 257 , (지곡동)101동1층 117호",054-278-8549
포항효자시장점,경북 포항시 남구 효자동길5번길 14 (효자동),054-277-1117
포항효자점,"경상북도 포항시 남구 효성로 27 , (효자동)1층",054-281-5757
경주불국시래점,경북 경주시 산업로 3012 (시래동),nan
경주용황점,"경상북도 경주시 용황구획4길 35 , (용강동)1층(에이치프라자1층103호)",054-775-6763
경주터미널점,경북 경주시 태종로 693 (노서동),054-776-7772
경주황성점,"경상북도 경주시 황성로 15 , (황성동)",054-775-3777
김천율곡점,"경북 김천시 혁신4로 61 (율곡동), 1층 101호",054-435-7781
김천점,"경상북도 김천시 신음동 394-4, 1층",054-435-7445
김천혁신도시점,"경북 김천시 혁신3로 15 (율곡동, 율곡스퀘어 Ⅵ), 1층 120호",054-436-7781
국립경국대점,"경북 안동시 경동로 1375 (송천동, 국립경국대학교 안동캠퍼스)",054-820-7999
안동문화의거리점,"경상북도 안동시 문화광장길 49 , 1층 (삼산동)",054-853-8280
안동성소병원점,경북 안동시 서동문로 93 (금곡동),054-843-8280
안동옥동광명점,경북 안동시 광명로 162 (옥동),054-858-0719
안동용상현대점,"경북 안동시 길주길 103 (용상동, 현대2차아파트)",054-822-2558
구미4공단점,"경북 구미시 산동읍 산호대로41길 14-13 (봉산리), 1동 1층",054-475-0110
구미구평점,"경상북도 구미시 인동36길 9, 1층 (구평동)",054-471-0555
구미도량점,"경상북도 구미시 도봉로 82 , (도량동, GMG프라자)105호",054-455-5700
구미문성점,경북 구미시 고아읍 문성로 17 (문성리),054-442-1548
구미봉곡점,"경상북도 구미시 봉곡남로20길 4 , (봉곡동)",054-452-3434
구미비산점,"경상북도 구미시 신비로 115 , 1층 나호(비산동)",054-461-4888
구미사곡역점,경북 구미시 상사서로 173-3 (사곡동),054-714-9300
구미산동적림점,경북 구미시 산동읍 강동로 1 010-1 (적림리),054-473-0933
구미상모점,"경북 구미시 상사서로 55 (상모동, 상모프라자)",054-465-8234
구미송정점,"경상북도 구미시 송정대로 90 , 1층(송정동)",054-456-2298
구미송정푸르지오점,"경북 구미시 백산로2길 4 (송정동), 1층",054-443-1003
구미역점,경상북도 구미시 구미중앙로13길 3,054-441-1779
구미옥계점,"경상북도 구미시 산호대로 793 , (옥계동)1층",054-452-5090
구미인동점,경북 구미시 인동가산로 15-5 (황상동),054-472-5555
구미형곡전원점,"경북 구미시 형곡동로 103 (형곡동, 형곡 전원 리빙필)",054-715-2900
구미확장단지점,"경상북도 구미시 산동면 신당1로2길 15 , (신당리)1층",054-471-3884
금오공대점,"경상북도 구미시 대학로 52-3 , (거의동)1층",nan
영주가흥점,"경상북도 영주시 대학로240번길 6-16 , (가흥동)",054-631-3824
영주축산농협점,경북 영주시 한정로 10 (문정동),054-630-6719
상주시청점,경북 상주시 상산로 246 (남성동),054-533-5333
상주IC점,경북 상주시 영남제일로 1321 (외답동),054-532-0933
상주경북대점,"경상북도 상주시 경상대로 2560-7, 104호(가장동)",054-532-7707
상주냉림점,경북 상주시 냉림로 32 (냉림동),054-534-3777
상주북천교점,경북 상주시 만산동 696-4,054-500-8122
상주성동점,경북 상주시 중앙로 268 (성동동),054-535-4455
상주터미널점,경북 상주시 삼백로 93 (무양동),054-536-2393
상주함창점,경북 상주시 함창읍 함창중앙로 126 (구향리),054-500-8900
경북문경점,"경상북도 문경시 상신로 3 , (점촌동)",054-555-5360
문경모전점,경북 문경시 매봉4길 22 (모전동),054-555-5550
문경흥덕시장점,경북 문경시 중앙로 197 (흥덕동),054-504-7090
경산사동점,경북 경산시 백자로10길 3-11 (사동),053-801-1118
경산삼풍점,"경상북도 경산시 삼풍로 18, 1층(삼풍동)",053-811-0524
경산신대점,경북 경산시 압량읍 압독3로 21 (신대리),070-8770-9548
경산신제공단점,경북 경산시 진량읍 공단9로 76 (신제리),053-710-4808
경산진량공단점,경북 경산시 진량읍 공단2로9길 22 (신상리),053-721-7414
경산펜타힐즈점,경북 경산시 펜타힐즈2로 37 (중산동),053-719-3349
경산하양점,경상북도 경산시 하양읍 하양로 66,053-851-6200
대구대학점,"경상북도 경산시 진량읍 대구대로 244, 1층",053-857-9032
영남대점,"경상북도 경산시 대학로 323 , (조영동)1층",053-215-7556
영천시청점,"경상북도 영천시 충효로 75-2, 1층",054-338-9113
영천IC점,경북 영천시 영천아이시로 42 (봉동),054-338-8111
의성군청점,경북 의성군 의성읍 중앙길 69 (후죽리),054-510-8586
청송진보점,경북 청송군 진보면 진보로 118-6 (진안리),054-518-7707
영덕영해점,경북 영덕군 영해면 예주시장길 13-1 (성내리),054-733-5818
영덕중앙점,경북 영덕군 영덕읍 중앙길 110 (남석리),054-732-5588
성주군청점,경북 성주군 성주읍 성주로 3218 (경산리),054-931-3332
칠곡석적우방점,경북 칠곡군 석적읍 석적로 933-4 (남율리),054-800-7480
칠곡석적점,경북 칠곡군 석적읍 북중리12길 2 (중리),054-976-7778
칠곡왜관남부점,경북 칠곡군 왜관읍 중앙로 86 (왜관리),054-971-7853
칠곡왜관시장점,경북 칠곡군 왜관읍 중앙로 238-1 (왜관리),054-977-1009
경북도청신도시점,"경북 예천군 호명면 행복로 230 (산합리, 우방아이유쉘2차)",054-655-3085
경북도청호명점,"경북 예천군 호명면 행복로 177 (산합리, 동일스위트 더 파크)",054-655-0706
예천중앙시장점,경북 예천군 예천읍 중앙로 36 (동본리),070-8877-8880
경북봉화점,"경상북도 봉화군 봉화읍 봉화로 1194 , 1층",054-674-0656
울진군청점,"경북 울진군 울진읍 울진중앙로 118 (읍내리, 삼화당약국)",054-781-6614
울진죽변유통복합센터점,경북 울진군 죽변면 죽변항길 150 (죽변리),054-782-0266
대구동성로중앙공원점,대구 중구 동성로6길 19 (공평동),053-428-1233
대구국채보상공원점,대구 중구 공평로 45 (삼덕동1가),053-262-6300
대구남산점,"대구 중구 달구벌대로 1950 (남산동, 남산그린타운)",053-255-2928
대구동성로한일점,대구 중구 국채보상로 595 (동성로2가),053-421-1233
대구메트로센타점,"대구광역시 중구 달구벌대로 지하 2100 , 반월당역 메트로센타 지하1층 (덕산동)",053-256-1322
대구명덕역점,"대구광역시 중구 중앙대로 278 , (남산동, 구일악기)1층",053-474-6245
대구서문시장점,대구 중구 큰장로26길 60 (대신동),053-626-5552
대구청라힐스점,"대구 중구 남산로 73 (남산동, 청라힐스자이)",053-257-8112
동성로점,"대구광역시 중구 중앙대로 395 , (동성로3가)1층",053-253-9996
대구상매산단점,대구 동구 이노밸리로 11 (상매동),070-8877-5255
대구방촌점,"대구광역시 동구 동촌로 242, 1층 105호(방촌동)",053-247-8017
대구신천디어엘로점,대구 동구 화랑로 33 (신천동),053-753-3335
대구올인워크점,대구 동구 동부로30길 1 02-3 (신천동),053-710-3987
대구율하지구점,대구광역시 동구 안심로22길 40-1,053-963-7772
대구이시아폴리스점,대구 동구 팔공로51길 31-6 (봉무동),053-985-9995
대구평화시장점,대구 동구 아양로 31 (신암동),053-959-7469
동대구역화성파크점,"대구 동구 동대구로 590 (신암동, 동대구역화성파크드림아파트)",053-953-1113
대구서구청점,"대구 서구 국채보상로50길 20 (평리동, 평리 푸르지오)",053-567-5818
대구계명대동문점,대구 달서구 계대동문로 1 (신당동),010-2694-9032
대구계명대동산병원점,"대구 달서구 달구벌대로 1019 (호산동), 1층",053-587-9400
대구내당현대해상점,대구 달서구 달구벌대로 1800 (두류동),053-653-1007
대구달서SK뷰점,대구 달서구 용산로 40 (본리동),070-4115-8883
대구도원점,"대구 달서구 도원로 23 (도원동), 1층 103호",053-634-1100
대구두류역점,"대구광역시 달서구 달구벌대로 1730 , 1층 (두류동)",053-622-9397
대구물류터미널점,대구 달서구 성서공단로 346 (월성동),053-583-1003
대구본리점,"대구 달서구 당산로 39 (본리동, 성당 래미안 이편한세상)",053-566-1007
대구비산점,"대구 서구 달서로 179 (비산동), 1층",053-551-9339
대구상인역점,대구 달서구 월곡로 273 (상인동),053-631-1605
대구상인화성파크점,대구 달서구 송현로7길 26 (상인동),053-642-7788
대구서남시장점,대구 달서구 달구벌대로 1647 (감삼동),053-523-3379
대구성서공단점,대구 달서구 달서대로85길 13 (호림동),053-583-3007
대구성서점,"대구광역시 달서구 성서로 420 , 111호 (이곡동 , 메가타운)",053-593-3113
대구신월성점,"대구광역시 달서구 조암로 29 , 101호(월성동 , 월성동이래타워)",053-644-7775
대구용산태왕점,"대구 달서구 용산서로 9 (용산동, 용산세광태왕2차아파트)",nan
대구월배시장점,대구 달서구 월배로 106 (진천동),053-636-5217
대구유천점,"대구광역시 달서구 조암남로 158 , (유천동)1층",053-635-5478
대구죽전역점,"대구광역시 달서구 달구벌대로 1545 , 03호(죽전동 , 골든뷰 메디타워)",053-564-8999
대구진천역점,"대구 달서구 월배로 71 (진천동, 진천트윈팰리스)",053-214-2054
이마트성서점,"대구광역시 달서구 이곡동로 24, 1층(이곡동 , 신세계대구주차빌딩)",053-582-0555
이마트월배점,"대구 달서구 진천로 92 (대천동, 이마트월배점)",nan
죽전아이위시점,"대구 달서구 와룡로 123 (감삼동, 죽전역 동화아이위시), 301동 1층 104호",053-525-1110
대구교대점,대구 남구 중앙대로 213 (대명동),053-621-1233
대구앞산비스타점,"대구 남구 신촌길 57 (봉덕동, 앞산비스타동원), 401동 105호",053-477-4400
대구영남대병원점,대구 남구 명덕시장길 52 (대명동),053-710-2928
대구경북대북문점,대구 북구 대학로17길 1 (산격동),053-710-4993
대구대현점,"대구광역시 북구 대현로20길 9 , (대현동)1,2층",053-953-2500
대구도남데시앙점,대구 북구 도남중앙로7길 20-4 (국우동),053-710-3001
대구명성푸르지오점,"대구 북구 침산로 153 (침산동, 명성푸르지오)",053-710-0719
대구보건대점,"대구 북구 칠곡중앙대로69길 23 (태전동), 1층",053-311-9111
대구복현아이파크점,"대구 북구 동북로 241 (복현동, 복현아이파크), 301동 1층 106호",053-943-1007
대구산격푸르지오점,"대구 북구 동북로 163 (산격동, 산격대우아파트)",053-716-0719
대구삼성창조캠퍼스점,대구 북구 호암로 51 (침산동),053-710-1107
대구역자이점,대구 북구 칠성남로 150 (칠성동2가),053-424-1203
대구오페라스위첸점,"대구 북구 칠성남로 70 (고성동1가, 대구 오페라 스위첸)",053-710-1023
대구칠곡3지구점,"대구광역시 북구 동천로 133 , (동천동)1층",053-322-6088
대구칠곡네거리점,"대구광역시 북구 칠곡중앙대로 411, 1층(태전동)",053-325-3355
대구칠곡하나로마트점,대구 북구 동암로 10 (읍내동),053-321-3800
대구칠성동점,"대구광역시 북구 중앙대로 540 , (칠성동2가, 오페라 코오롱하늘채)301동 106호",053-424-2606
대구침산점,"대구 북구 침산남로 96 (침산동), 1층 103호",053-353-1201
대구태전점,"대구광역시 북구 칠곡중앙대로 254 , (태전동)1층",070-7543-8604
대구태전휴먼시아점,"대구 북구 매전로 73 (태전동, 태전휴먼시아1단지)",055-323-0258
대구팔달시장역점,"대구광역시 북구 팔달로 167 , 1층 (노원동3가)",053-356-9321
대구수성구청역점,"대구 수성구 달구벌대로 2494 (범어동, 장미아파트)",053-752-0111
대구만촌역점,대구 수성구 청호로 498 (만촌동),053-214-8112
대구메트로팔레스점,"대구 수성구 동원로 110 (만촌동, 메트로팔레스3단지)",053-751-7853
대구범어에일린점,대구 수성구 범어천로 64 (범어동),053-716-1339
대구범어푸르지오점,"대구 수성구 상록로 15 (범어동, 범어센트럴푸르지오)",053-247-9745
대구법원점,대구 수성구 동대구로 363 (범어동),053-755-1088
대구수성e편한세상점,대구 수성구 수성로 426 (수성동4가),053-745-7171
대구수성롯데캐슬점,"대구 수성구 수성로69길 41 (수성동1가, 수성롯데캐슬더퍼스트3단지)",053-215-5700
대구시지신매점,"대구광역시 수성구 신매로 91 , (신매동, 시지삼주한라협화타운)상가111동 105호",053-794-1050
대구중동효성병원점,대구 수성구 수성로 192 (중동),053-716-9321
대구지산목련시장점,대구 수성구 용학로 214 (지산동),053-716-8801
