지역,매장명,주소,전화번호
경기도,수원탑동점,"경기도 수원시 권선구 탑동로3번길 13, 1층(탑동)",070-4135-9999
인천광역시,인천검암서해점,"인천광역시 서구 승학로 497(검암동, 검암프라자)",032-561-8550
경상북도,예천신도시점,"경상북도 예천군 호명면 새움3로 26, 103호(에비뉴타워)",054-654-0575
경기도,용인구성역점,"경기 용인시 기흥구 용구대로 2398, 주상가동 1층 101-3호(마북동, 연원마을벽산아파트)",031-283-0999
경기도,양평로데오점,경기도 양평군 양평읍 양근리 358-5,031-774-8886
서울특별시,빽다방 빵연구소 신사사거리점,서울시 서초구 강남대로 605,02-517-0410
경상남도,경남거창중앙점,​경상남도 거창군 거창읍 중앙로 123,055-945-3622
충청북도,청주분평중앙점,"충청북도 청주시 서원구 1순환로 1107번길 20, 1층",043-295-7971
인천광역시,인천더블유병원점,"인천 미추홀구 인주대로 410, 탑클래시아 1층",032-421-3302
인천광역시,인천월미도점,"인천 중구 월미로 237 (북성동1가), 1층",032-761-7778
경기도,김포장기역점,"경기도 김포시 김포한강1로51번길 28, 105호(장기동 , 레드클로버)",031-997-4777
경기도,파주금촌1호점,"경기도 파주시 문화로 102 , 제1호(금촌동)",031-948-3358
서울특별시,KBS본관점,서울특별시 영등포구 의사당대로 38,02-783-0783
충청남도,천안불당지웰점,"충청남도 천안시 서북구 불당26로 50, 근린생활시설4동 E103호",041-551-8867
충청남도,천안불당정석점,충남 천안시 서북구 불당21로 71 정석프라자 117호,041-567-2737
충청남도,보령중앙점,충청남도 보령시 중앙로81,041-935-5555
경기도,안산중앙역롯데점,"경기 안산시 단원구 고잔로 108, 1층",031-403-4333
인천광역시,인천청라쓰리엠점,"인천광역시 서구 중봉대로586번길 9-4, 106호(연희동, 쓰리엠타워)",032-566-8833
경기도,수원권선웰빙점,경기도 수원시 권선구 세지로 73,070-8830-9194
인천광역시,인천구월로데오점,인천 남동구 성말로 9,032-815-0410
경기도,평택팽성점,경기도 평택시 팽성읍 팽성송화로 219 1층,031-692-8855
경상남도,진주과기대점,"경상남도 진주시 동진로 21, 1층 (칠암동)",055-753-1435
충청남도,홍성내포중앙점,충청남도 홍성군 홍북읍 청사로 174번길 2 113호,041-635-0222
전라남도,목포북항골든점,"전라남도 목포시 원산중앙로 10, 1층 105호(산정동, 한성골든빌)",061-278-1120
경기도,용인흥덕이시티점,"경기도 용인시 기흥구 흥덕2로87번길 18 C동 115호(영덕동, 이씨티)",031-212-1369
대구광역시,대구진천역점,대구광역시 달서구 월배로 96 (진천동),053-633-8780
충청남도,논산중앙점,충남 논산시 중앙로 480번길 12 글로벌 알디빌딩 1층 108호,041-732-1030
서울특별시,발산역플레이스점,서울특별시 강서구 강서로 395. 플레이스 H 108호,02-2659-2119
경기도,시흥배곧메가점,경기도 시흥시 서울대학로 278번길 43-13 112호,031-497-5384
경기도,오산세교삼미점,경기 오산시 오산대역로 210 1층,031-375-8452
대전광역시,대전유천버드내점,대전광역시 중구 태평로 22-1,042-527-1401
경기도,고양삼송신원점,경기도 고양시 덕양구 신원로 40-46,02-381-8929
대구광역시,대구다사세천점,"대구광역시 달성군 다사읍 세천로 160, 엠코타운 더솔레뉴 상가 303동 105호",053-592-2233
대전광역시,대전가수원중앙점,대전광역시 서구 계백로 1135,042-542-0773
충청남도,천안역점,충청남도 천안시 동남구 대흥로 228,041-566-2737
인천광역시,인천석바위시장점,"인천광역시 남구 경원대로 848(주안동, 주안태흥프라자)",032-432-0411
서울특별시,마곡나루역북부점,"서울특별시 강서구 마곡중앙5로 1길 20, 1층",02-3662-0504
충청남도,당진읍내점,충남 당진시 당진중앙2로 103-11 (읍내동) 1층,041-354-0177
부산광역시,부산장림점,부산광역시 사하구 장림번영로103번길 5,051-265-0410
인천광역시,인천길병원점,"인천광역시 남동구 구월남로 174 , 1층 107호(구월동,그랜드프라자)",032-464-1891
인천광역시,인천용현토지점,인천광역시 남구 낙섬중로 40(용현동),032-884-9910
서울특별시,사가정역점,서울특별시 중랑구 면목로 330-1 1층,02-432-2337
전라북도,정읍터미널점,전라북도 정읍시 중앙로 41,063-532-7733
경기도,김포통진마송점,경기도 김포시 통진읍 조강로 39,031-996-1786
인천광역시,인천임학역점,인천광역시 계양구 장제로 885-1,032-555-7877
서울특별시,약수역점,서울특별시 중구 다산로 131,02-6082-0950
전라남도,무안전남도청점,전라남도 무안군 삼향읍 남악3로 82번길 14  107호,061-283-1025
대전광역시,서대전샘물타운점,대전광역시 유성구 원내로38 원내코아 108호,042-546-1014
광주광역시,광주상무메가점,광주광역시 서구 시청로 60번길 21-6 1층 101호,062-222-8464
충청남도,서산터미널점,충청남도 서산시 율지8로 4 1층,041-664-0180
서울특별시,구파발역미켈란점,"서울 은평구 진관2로 15-8 (진관동, 웅신 미켈란의아침) 1층 101호",02-386-0202
전라남도,광양중마사랑점,"전라남도 광양시 공영로 67, 1층",061-792-0066
충청남도,천안두정역점,"충청남도 천안시 서북구 두정로 271, 1층",041-523-5559
경기도,고양원흥역점,"경기도 고양시 덕양구 삼송로 12, 반도유스퀘어 106호",0507-1412-1947
서울특별시,신설동역1호점,서울특별시 동대문구 왕산로 20,02-6104-7979
전라북도,전주대점,전라북도 전주시 완산구  백마산길 23,063-225-2912
서울특별시,방이역코오롱점,"서울시 송파구 마천로 25, 1층",02-425-4317
경기도,파주운정이마트점,"경기 파주시 와석순환로 125 (동패동, 현대프라자) 1층",032-947-8751
경기도,동탄영천한백점,"경기도 화성시 지산2길 4-2, 1층",031-372-3070
대구광역시,대구경대병원점,"대구시 중구 동덕로26길 18, 1층",053-425-8383
제주도,호텔더본 제주점,제주도 서귀포시 색달로 18,064-766-8933
인천광역시,송도캠퍼스타운점,"인천시 연수구 송도과학로27번길 55, 캠퍼스타운 D동 103호",032-822-0203
대구광역시,대구신월성점,대구광역시 달서구 조암로 29 이래타워 지상 1~2층 112호,053-644-1224
경상북도,포항영일대점,경상북도 포항시 북구 삼호로 237 1층,054-241-0308
경기도,화성향남중앙점,"경기도 화성시 향남읍 행정중앙2로 63-34, 명신프라자 103호",031-353-2276
인천광역시,동인천역점,"인천시 중구 자유공원로 5, 1~2층",032-777-2226
인천광역시,인천신현하늘채점,인천광역시 서구 석곶로 2,032-583-2301
경기도,부천약대점,"경기도 부천시 평천로 718, 1층",032-672-5040
서울특별시,구로시장점,"서울시 구로구 구로동로26길 125, 1~2층",02-856-0779
경기도,김포구래점,"경기도 김포시 김포한강9로 80, 다온프라자 123호",031-989-0412
인천광역시,인하대역SK점,인천광역시 미추홀구 용정공원로 33,032-278-1021
전라남도,순천조례주공점,"전라남도 순천시 신월큰길 32, 1층",061-724-5888
충청북도,청주터미널점,"충청북도 청주시 흥덕구 풍년로 148-1, 1층",043-236-0412
서울특별시,천왕역점,서울특별시 구로구 오리로 1149,02-2688-7766
강원도,홍천중앙점,강원특별자치도 홍천군 홍천읍 꽃뫼로 99 (신장대리) 1층,033-432-4531
충청남도,온양온천역점,충남 아산시 온천대로 1487-5(온천동 211-2번지),041-549-0524
경기도,수원권선이마트점,경기 수원시 권선구 덕영대로1201번길 28 금강빌딩 107호,031-236-9194
경기도,용인동백역점,경기도 용인시 기흥구 동백중앙로 175,031-282-6674
경기도,파주운정산내점,"경기도 파주시 청암로17번길 25, 운정블루 102호",031-947-4539
대전광역시,대전탄방로데오점,"대전광역시 서구 둔산중로14번길 36, 124호(탄방동)",042-471-9396
대전광역시,대전선병원점,"대전시 중구 목중로 18, 1층",042-221-2111
경기도,고양원당중앙점,"경기도 고양시 덕양구 호국로 809, 1층",031-969-8044
충청북도,청주산남점,"충청북도 청주시 서원구 산남로 64, 엔젤변호사빌딩 107호",043-284-7111
충청남도,천안상명대점,"충청남도 천안시 동남구 각원사길 52,1층 103호",041-522-4261
경기도,군포당정역은하점,"경기도 군포시 고산로 248, 은하프라자 1층",031-399-0452
전라남도,목포평화광장점,"전라남도 목포시 원형로 4-1, 1층",061-285-1254
충청남도,천안쌍용중앙점,"충청남도 천안시 서북구 미라8길 23, 1층",041-575-5879
서울특별시,영등포구청역점,서울시 영등포구 당산로 113 (당산동3가 378),02-2068-8870
경기도,의왕포일프라자점,"경기도 의왕시 봇들로 40 101호 (포일동,포일프라자)",031-422-7786
서울특별시,등촌역점,"서울시 양천구 공항대로 564, 1층",02-6401-0000
서울특별시,당산역점,서울 영등포구 양평로 28-1 (당산동6가) 1층,02-2069-1965
경기도,군포당정삼거리점,"경기도 군포시 고산로151번길 7, 1층",031-342-7429
경상남도,경남고성송학점,"경상남도 고성군 고성읍 송학로 140, 1층",055-674-5678
전라남도,여수웅천해변점,"전라남도 여수시 예울마루로 37-15, 1층",061-685-5110
경기도,성남을지대점,"경기도 성남시 수정구 산성대로 535, 1층",031-748-0323
서울특별시,문정법조현대점,"서울특별시 송파구 법원로11길 11, 문정현대지식산업센터1-1 A동 125호",02-3400-0369
서울특별시,구로디지털역점,"서울시 구로구 디지털로32길 79, 1층",02-861-2929
경기도,수원남문점,"경기도 수원시 팔달구 정조로 787-2, 1층",031-244-9960
서울특별시,강북구청점,서울시 강북구 도봉로87길 48,02-991-9599
강원도,강릉금학점,강원도 강릉시 신대학길 14,033-647-1333
서울특별시,강동역헤르셔점,"서울시 강동구 천호대로 1089, 신동아파밀리에 B16호",02-471-5371
서울특별시,강남포스코센터점,서울시 강남구 삼성로85길 11,02-554-9799
서울특별시,강남역태극당점,서울시 강남구 테헤란로4길 46,02-501-8467
서울특별시,강남역지하도점,서울시 강남구 강남대로 396 강남역 지하 쇼핑센터 E-36,02-3452-3989
서울특별시,강남역월드점,서울시 서초구 서초대로77길 37,02-537-1519
서울특별시,가산대륭점,서울시 금천구 벚꽃로 298 107-2호,02-2083-8578
서울특별시,가락시장역점,서울시 송파구 송파대로28길 27,02-404-0410
서울특별시,강남소망점,서울시 강남구 언주로159길 3,02-518-3570
강원도,강릉교동중앙점,강원도 강릉시 솔올로 51,033-652-6566
경상남도,경남산청중앙점,"경상남도 산청군 산청읍 웅석봉로 11, 1층",055-973-0410
서울특별시,건대역화양점,"서울특별시 광진구 아차산로 29길 29-1, 1층",02-462-4886
서울특별시,건대로데오점,"서울시 광진구 아차산로 220, 노유송천빌딩 1층",02-464-2147
경상남도,거제고현터미널점,경상남도 거제시 서문로 79,055-633-3989
강원도,강원대점,"강원도 춘천시 서부대성로239번길 4, 1층",033-257-7737
서울특별시,광운대점,"서울특별시 노원구 광운로 43, 로얄포토빌딩 1층",070-7752-5322
경기도,광명하안뉴코아점,경기도 광명시 범안로 1042,02-897-9764
경기도,광명철산점,"경기도 광명시 오리로856번길 25, 남원빌딩 1층",02-2684-0410
경기도,광명사거리역점,"경기도 광명시 오리로 987, 1층",02-2611-0112
경기도,광교경기대후문점,"경기도 수원시 영통구 대학로 46, 킴엔코시티하임 103",031-309-5263
서울특별시,관악구청점,"서울시 관악구 관악로 155, 1층",02-877-6966
경기도,과천렉스타운점,"경기도 과천시 별양상가1로 25, 렉스타운 102호",02-3418-7787
충청남도,공주대점,"충청남도 공주시 공주대학로 87, 1층",041-881-3890
서울특별시,공덕역롯데캐슬점,"서울 마포구 마포대로 109 (공덕동, 롯데캐슬프레지던트)",02-718-7367
경기도,고양서정마을점,경기도 고양시 덕양구 서정마을1로 20-10,031-979-2100
서울특별시,고속터미널역점,서울특별시 서초구 신반포로 177 반포쇼핑타운 1층 16호,02-535-3608
인천광역시,계양구청점,"인천시 계양구 계산새로 71, 하이베라스 C-111호",032-288-0101
경상북도,경주분황사점,"경상북도 경주시 알천남로 314, 1층",054-777-6070
대구광역시,경북대정문점,"대구시 동구 경대로 36, 1층",053 -959-6151
경기도,군포당동우체국점,"경기도 군포시 군포로499번길 3, 1층",031-427-3669
서울특별시,구파발역점,서울특별시 은평구  진관2로 15-46 메트로 프라자 1층 110호,02-389-0101
경상북도,구미역점,"경상북도 구미시 구미중앙로 80-1, 1층",054-456-1599
경상북도,구미구평롯데점,"경상북도 구미시 인동36길 21, 1층",054-474-2313
경기도,구리인창늘푸른점,"경기도 구리시 건원대로34번길 51, 삼환신일아파트상가 106호",031-555-8860
경기도,구리돌다리점,"경기도 구리시 검배로6번길 27, 1층",031-555-5557
서울특별시,구로코오롱점,"서울특별시 구로구 디지털로30길 31, 코오롱빌란트2차 109호",02-2081-1675
서울특별시,구로로제리움점,"서울시 구로구 가마산로26길 5, 로제리움2차 104호",02-856-0375
광주광역시,광주충장로2호점,광주광역시 동구 금남로1가 19-4,062-222-7454
광주광역시,광주충장로1호점,"광주시 동구 중앙로160번길 15-6, 1~2층",062-225-5481
광주광역시,광주첨단로데오점,"광주시 광산구 첨단중앙로106번길 11, 104호",062-973-8054
경기도,광주이마트점,"경기도 광주시 광주대로 30, 광주터미널 이프라자 ,1층",031-799-7710
광주광역시,광주수완대로점,"광주 광산구 장신로 135 ,1층 빽다방",062-956-2965
광주광역시,광주상무1호점,광주광역시 서구 상무중앙로 103,070-8671-1447
대구광역시,대구도원골든점,"대구시 달서구 도원로 24, 1층",053-635-0853
대구광역시,대구교동시장점,대구광역시 중구 북성로1가 1-11길 (동성로 82),053-426-7877
대구광역시,대구감삼역점,"대구시 달서구 달구벌대로 1662, 1층",053-566-3911
경기도,단대오거리역점,"경기도 성남시 중원구 산성대로 354, 태성빌딩 1층",031-731-0503
충청남도,논산시청점,"충청남도 논산시 시민로194번길 10, 1층",041-733-7121
서울특별시,노원역우리은행점,"서울시 노원구 노해로 482, 덕영빌딩 102",02-930-1350
서울특별시,노량진학원점,"서울시 동작구 만양로 94-2, 1층",02-811-7737
경기도,남양주장현점,"경기도 남양주시 진접읍 장현로 77, 장현프라자 130",031-574-0480
경기도,김포한강CGV점,"경기도 김포시 김포한강11로 288-32, 골든스퀘어 117호",031-997-4556
경기도,김포장기쌍용점,"경기도 김포시 김포한강2로23번길 50, 더베니스 111호",031-988-4563
서울특별시,길음역점,"서울특별시 성북구 동소문로 248, 삼부상가 110호",02-909-3002
경기도,금정역점,"경기도 군포시 산본천로 226번길 1, 1층",031-393-3694
대전광역시,대전관평중점,"대전시 유성구 테크노4로 115, 1층",042-931-0606
대전광역시,대전가오CGV점,대전광역시 동구 가오동607번지 105호,042-273-0915
대구광역시,대구혁신1호점,"대구시 동구 첨단로8길 10, 이노타워 1층",053-965-9399
대구광역시,대구칠곡점,대구광역시 북구 칠곡중앙대로 638,053-325-3737
대구광역시,대구죽전삼정점,대구광역시 달서구 달구벌대로 1533,053-567-3911
대구광역시,대구월성원더풀점,"대구시 달서구 조암로 48, 1층",053-202-1223
대구광역시,대구성서롯데점,"대구시 달서구 성서로 414, 메가스타 112호",053-582-1607
대구광역시,대구상인역롯데점,대구 달서구 상인서로 103-6,053-638-3991
대구광역시,대구보건대점,"대구시 북구 칠곡중앙대로69길 26, 1층",053-311-3911
대구광역시,대구범어역점,"대구시 수성구 달구벌대로 2396, 1층",053-741-1308
대구광역시,대구반월당현대점,"대구시 중구 달구벌대로 2081-22, 1층",053-255-5814
대구광역시,대구반월당지하점,"대구시 중구 달구벌대로 지하 2100, 메트로센터 지하 C-112호",053-253-0169
대구광역시,대구두류점,"대구시 달서구 달구벌대로344길 34, 1층",053-626-7898
대구광역시,대구동성로2호점,"대구광역시 중구 동성로 5길 11, 1층 (동성로 2가)",053-428-6001
대전광역시,대전한남대점,대전광역시 대덕구 한남로 27,042-628-2104
대전광역시,대전터미널서관점,"대전시 동구 동서대로 1689, 대번복합터미널 서관 136호",042-621-2848
대전광역시,대전탄방세이점,"대전시 서구 문정로 86, 1층",042-471-1009
대전광역시,대전타임월드점,"대전시 서구 둔산로31번길 35, 1층",042-487-8334
대전광역시,대전을지병원점,대전광역시 서구 대덕대로 238,070-7575-0715
대전광역시,대전은행점,대전광역시 중구 중앙로156번길 24,042-226-7070
대전광역시,대전은행2호점,대전시 중구 대종로480번길 56,042-223-0628
대전광역시,유성리베라점,대전 유성구 봉명동 468-3,042-826-2171
대전광역시,대전우송대점,"대전시 동구 동대전로 169, 1층",042-627-0305
대전광역시,대전시청역점,"대전시 서구 둔산중로 40, 리치빌 1층",042-488-2914
대전광역시,대전스타게이트점,"대전시 서구 대덕대로 325, 스타게이트 1층 65호",042-484-3971
대전광역시,대전송촌공원점,"대전시 대덕구 송촌북로16번길 58, 1층",0507-1332-7806
대전광역시,대전법원점,"대전 서구 둔산로137번길 27, 둔산빌딩 1층",042-472-1274
대전광역시,대전배재대점,대전광역시 서구 배재로 160 (도마동),미등록
대전광역시,대전반석역점,대전광역시 유성구 북유성대로 303,042-825-0373
대전광역시,대전롯데점,"대전시 서구 도솔로 382, 1층",042-534-9396
대전광역시,대전둔산향촌점,"대전시 서구 둔산로 14, 1층",042-487-6100
대전광역시,대전둔산중앙점,"대전시 서구 대덕대로185번길 22, 1층",042-483-7667
대전광역시,대전노은CGV점,"대전시 유성구 은구비남로33번길 5, 경남아너스빌 111호",042-822-3283
서울특별시,마포복사꽃공원점,서울 마포구 마포대로4길 16,02-6403-7100
강원도,동해천곡점,"강원도 동해시 한섬로 111-7, 현진빌딩 106호",033-535-2323
경기도,동탄은행사거리점,"경기 화성시 동탄지성로 121 (반송동43-2),센터럴파크 오피스텔 105호",031-613-8293
경기도,동탄석우점,"경기도 화성시 삼성1로 160, 디지털스테이션 1층",031-8003-3134
경기도,동탄남광장점,"경기도 화성시 메타폴리스로 54, 117호",031-613-1148
서울특별시,동여의도점,"서울 영등포구 국제금융로 86 (여의도동, 롯데캐슬 아이비) 상가 1층 124호",02-786-0020
부산광역시,부산동아대승학점,부산광역시 사하구 하단2동 816-3,051-914-8285
대구광역시,대구동성로1호점,대구광역시 중구 동성로 34-3,0507-0289-9407
경기도,동서울대점,경기도 성남시 수정구 복정로 72번길 4,031-759-2929
서울특별시,독산롯데점,"서울특별시 금천구 시흥대로 399, 시티렉스 102",02-805-8885
부산광역시,부산광복로점,"부산시 중구 남포길 25-6, 1~2층",051-254-0410
경기도,범계역점,경기도 안양시 동안구 평촌대로 223번길 42,031-387-7713
경기도,범계역사거리점,경기도 안양시 시민대로 171 금강벤처텔 1층,031-382-2322
서울특별시,방화사거리점,"서울시 강서구 금낭화로 91-2, 대승프라자 1층",02-2663-9560
서울특별시,반포고투몰점,"서울시 서초구 신반포로 지하 200, 강남터미널 지하쇼핑몰 G-018호",02-537-5526
서울특별시,반포고투몰2호점,"서울특별시 서초구 신반포로 지하200, 강남터미널 지하쇼핑몰 T-012호",02-3477-6663
경기도,미금역농협점,"경기도 성남시 분당구 돌마로90번길 4, 엘레강스프라자 1동 104호",031-713-1021
경기도,문산시장점,"경기도 파주시 문산읍 문산로 35-3, 1~2층",031-952-1027
전라남도,목포장미의거리점,"전라남도 목포시 비파로51번길 31, 1층(상동)",061-283-0170
서울특별시,목동파리공원점,서울 양천구 목동서로 65 (목동가든스위트),02-2648-8202
서울특별시,목동역점,서울 양천구 오목로 231 (신정동),02-2606-1883
경기도,명학역점,"경기도 안양시 만안구 안양로 110, 1층",031-340-7758
서울특별시,명일역점,"서울시 강동구 구천면로 418, 1층",미등록
인천광역시,부평청천중점,인천시 부평구 부평구 세월천로 35,032-511-7978
인천광역시,부평테마의거리점,"인천광역시 부평구 경원대로 1395, 부평일번가빌딩 110호",032-525-1123
인천광역시,부평로데오점,인천광역시 부평구 부평대로20번길 18-1,032-514-7775
경기도,부천중동현대점,"경기도 부천시 석천로169번길 34, 파크리움 103호",032-327-3777
경기도,부천원종중앙점,"경기도 부천시 오정구 소사로 747, 1층",032-672-0798
경기도,부천역CGV점,경기도 부천시 원미구 부일로460번길 5,032-667-9548
경기도,부천신중동점,"경기도 부천시 중동로 254번길 64, 신일아르디세 104호",032-221-0844
경기도,부천상지초교점,"경기도 부천시 원미구 장말로199번길 6-4, 1층",032-656-2400
부산광역시,부산화명코오롱점,"부산시 북구 금곡대로285번길 19, 1층",051-363-3197
부산광역시,부산정관동오점,"부산광역시 기장군 정관면 정관읍 정관7로 17-3, 동오A타워 105호",051-727-8033
부산광역시,부산장산역점,"부산시 해운대구 해운대로 814, 1층",051-703-8434
충청남도,서산호수공원점,"충청남도 서산시 호수공원10로 7, 101호 (예천동, 배터라이프)",041-666-0180
대전광역시,서대전홈플러스점,대전시 중구 계백로 1686번길 16,042-587-0410
경기도,상현역점,"경기도 용인시 수지구 광교중앙로 310, 신명프라자 105호",031-261-9749
서울특별시,상암KGIT점,"서울특별시 마포구 월드컵북로 402, KGIT센터 105",02-6393-5582
경기도,상동역푸른마을점,"경기도 부천시 원미구 상동로 84,1층",032-328-9960
경기도,상동역북부점,경기 부천시 길주로 105,032-328-3400
강원도,삼척대학로점,강원특별자치도 삼척시 진주로 29,033-940-1220
경기도,삼성전자정문점,경기도 수원시 영통구 삼성로 172-4,031-8081-0079
경기도,산본중앙점,"경기도 군포시 산본로343번길 23, 1층",031-393-8550
경기도,산본역점,"경기도 군포시 산본로323번길 16-5, 1층",031-390-6210
서울특별시,불광역점,서울 은평구 통일로 738-1,02-352-3530
경기도,야탑역NC점,"경기도 성남시 분당구 야탑로75번길 15, 세화2001빌딩 104-1호",031-703-3965
경기도,분당서현대명점,"경기도 성남시 분당구 황새울로360번길 12, 1층",031-706-4014
경기도,분당서현교보점,"경기도 성남시 분당구 분당로 53번길9,106호",031-705-9323
경기도,송내역로데오점,"경기도 부천시 상일로 92, 삼회월드프라자 102",032-323-7600
경기도,송내역남부점,경기도 부천시 소사구 송내대로 33 105호,032-462-3259
강원도,속초중앙로점,"강원도 속초시 중앙로 123-1번지, 1층",070-8819-5504
부산광역시,센텀SH밸리점,"부산시 해운대구 센텀동로 35, 1층",051-746-5011
세종특별자치시,세종도담센트럴점,"세종시 한누리대로 583, 도담센트럴프라자 105호",044-862-2290
서울특별시,성신여대역점,"서울특별시 성북구 동소문로20나길 3, 1층",02-928-4618
서울특별시,성수역롯데캐슬점,"서울시 성동구 성수이로 113, 1층",02-464-2876
경기도,성남수진점,"경기도 성남시 수정구 수정로 106, 113호",031-757-6288
경기도,성남가천대역점,"경기도 성남시 수정구 성남대로 1330, 일성오피스텔 105호",031-604-4414
서울특별시,선릉중앙점,"서울시 강남구 선릉로86길 8, 1층",02-566-0708
서울특별시,선릉역1호점,서울특별시 강남구 테헤란로51길 10 정다운빌딩 102호,02-557-0410
서울특별시,서초역점,"서울시 서초구 서초대로 240, 동일하이빌 110호",02-522-0100
서울특별시,서울대메트로빌점,"서울특별시 관악구 남부순환로 1811 (봉천동, 신원메트로빌) 1층",02-875-0577
서울특별시,서울교대점,"서울특별시 서초구 서초중앙로22길 25, 서초리시온 109호",02-586-0511
서울특별시,서울과기대점,"서울시 노원구 공릉로 217, 1층",02-949-0112
전라남도,순천연향점,"전라남도 순천시 연향상가8길 23, 1층",061-725-1223
전라남도,순천신대1호점,전라남도 순천시 해룡면 신대2길 3,061-900-9800
경기도,수원천천롯데점,"경기도 수원시 장안구 만석로19번길 25-3, 강민크리닉 106",031-268-8789
경기도,수원정자백설점,"경기도 수원시 장안구 정자천로173번길 17, 투대일타운 102",031-268-8777
경기도,수원장안cgv점,"경기도 수원시 장안구 경수대로940, 일호골든타워 108",031-239-3005
경기도,수원인계중앙점,경기도 수원시 인계로166번길 48-21,070-4147-3147
경기도,수원영통중앙점,"경기도 수원시 청명남로 31, 키라레스토아 1층 105-1호",031-273-3885
경기도,수원역점,"경기도 수원시 팔달구 향교로 9-1, 1층",070-4131-2628
경기도,수원망포역점,"경기도 수원시 영통구 덕영대로 1535, 현대프라자 112호",031-205-8959
경기도,수원금곡칠보점,경기도 수원시 권선구 금곡로 100(금곡동 1082),031-292-4648
서울특별시,수서역점,"서울시 강남구 밤고개로1길 10, 수서현대벤처빌 109호",02-3412-4243
경기도,수내역초림점,"경기도 성남시 분당구 백현로101번길 17, 초림프라자 1층",031-717-0811
인천광역시,송도학원가점,"인천광역시 연수구 신송로 161(송도 더 하이츠, 106호)",032-831-4496
인천광역시,송도월드마크점,"인천광역시 연수구 컨벤시아대로 116, 103호",032-834-4801
인천광역시,송도글로벌1호점,"인천광역시 연수구 송도문화로28번길 28, 204동 1층 4-130호(송도동, 송도글로벌캠퍼스푸르지오)",032-811-1107
경기도,송내역법조타운점,"경기도 부천시 원미구 부일로221번길 46, 1층",032-323-3050
경기도,안산선부산호점,"경기도 안산시 단원구 선부광장1로 66, 용현빌딩 104",031-405-5995
경기도,안산본오주공점,"경기도 안산시 상록구 샘골로 189,1층",031-418-9875
경기도,안산고잔월드점,"경기도 안산시 단원구 광덕대로 174, 월드타운 1층",031-439-0410
경기도,안산고잔롯데점,"경기도 안산시 단원구 광덕대로 145, 강희그랜드오피스텔 106호",031-411-3574
경상북도,안동옥동센터점,"경상북도 안동시 광명로 171-1, 1층",054-852-3157
경상북도,안동문화의거리점,"경상북도 안동시 서동문로 184-1, 1층",054-855-6566
서울특별시,아차산점,"서울시 광진구 천호대로129길 17, 1층",02-3437-3377
충청남도,아산신용화점,충청남도 아산시 용화고길 55번길 21,041-544-0046
충청남도,아산배방점,충남 아산시 배방읍 배방로 25 1층,041-910-0167
서울특별시,신촌역점,"서울시 서대문구 연세로2길 6, 1층",02-363-3284
경기도,신중동역점,"경기도 부천시 길주로 307, 로얄프라자 107",032-329-0913
서울특별시,신림역1호점,서울 관악구 신림동 1639-8 1층,02-887-8833
경기도,시흥정왕옥구점,경기도 시흥시 옥구상가2길 3,031-434-1255
경기도,시흥정왕로데오점,경기도 시흥시 정왕동 1738-1 로즈프라자 1층,031-434-2007
서울특별시,여의도시범상가점,"서울특별시 영등포구 63로 45, 시범상가 7동 13호",02-761-6916
서울특별시,양재역점,"서울시 강남구 남부순환로 2615, 극동스타클래스 104호",02-575-0824
서울특별시,압구정역점,강남구 신사동 압구정로 156,02-3446-0410
경기도,안양평촌학원가점,경기 안양시 동안구 평촌대로 130 신세기프라자 109호,031-385-5585
경기도,안양역점,"경기도 안양시 만안구 만안로 224, 1층",031-466-6260
경기도,안양비산점,안양시 동안구 비산동 관악대로 177,031-384-0513
경기도,안양남부시장점,"경기도 안양시 만안구 안양로 259, 1층",031-446-3494
경기도,안양관양타워점,"경기도 안양시 동안구 관악대로287번길 33, 1층",031-385-7890
경기도,안양일번가점,"경기도 안양시 만안구 장내로139번길 35, 1층",031-443-2119
서울특별시,안암역점,"서울시 성북구 인촌로 99-7, 1층",02-925-3246
경기도,안성공도골드점,"경기도 안성시 공도읍 공도로 132, 골드일번가 113호",031-618-6367
경기도,안산한대앞역점,경기도 안산시 상록구 광덕1로 369,031-408-0403
경기도,안산초지풍림점,"경기 안산시 단원구 광덕1로 64 (초지동, 현대프라자) 1층",031-482-0410
경기도,안산중앙역점,경기도 안산시 단원구 중앙대로 907 안산종합상가 1동1117호,031-439-4333
경기도,안산중앙역남부점,경기도 안산시 단원구 광덕4로 234 115호,031-481-9361
경기도,안산원곡보성점,"경기도 안산시 단원구 원초로 30, 보성프라자 108-1호",031-405-5288
경기도,수지구청점,경기도 용인시 수지구 풍덕천로 144-1 102호,031-306-7000
경기도,용인처인중앙점,"경기도 용인시 처인구 금령로 90번길 3-4, 1층 (김량장동)",031-338-9146
경기도,용인기흥구청점,"경기도 용인시 관곡로64번길 18, 모닝프라자 108",031-285-1366
경기도,용인강남대점,"경기도 용인시 기흥구 강남로 3, 강남앤플러스 124호",031-274-8002
서울특별시,용산문배점,서울시 용산구 백범로 90길 74,02-703-0410
서울특별시,용산국방부점,서울특별시 용산구 이태원로 4길 14,02-749-4631
충청북도,오창호수공원점,"충청북도 청주시 청원구 오창읍 중심상업1로 50, 1층",043-215-1525
경기도,오산역점,경기 오산시 대원로 14 명동빌딩 1층,070-8264-0927
경기도,오산시청점,"경기도 오산시 오산동 운암로 35 , 1층 104호",031-378-1751
